Date;Enviorment;Temperature;Humidity
2016-10-01 05:34;Inne;22.8;41
2016-10-01 05:34;Ute;11.3;62
2016-10-01 05:35;Inne;22.8;41
2016-10-01 05:35;Ute;11.3;62
2016-10-01 05:36;Inne;22.8;41
2016-10-01 05:36;Ute;11.3;62
2016-10-01 05:37;Inne;22.8;41
2016-10-01 05:37;Ute;11.3;62
2016-10-01 05:38;Inne;22.8;41
2016-10-01 05:38;Ute;11.3;62
2016-10-01 05:39;Inne;22.8;41
2016-10-01 05:39;Ute;11.3;62
2016-10-01 05:40;Inne;22.8;41
2016-10-01 05:40;Ute;11.3;62
2016-10-01 05:41;Inne;22.8;41
2016-10-01 05:41;Ute;11.3;62
2016-10-01 05:42;Inne;22.8;41
2016-10-01 05:42;Ute;11.3;62
2016-10-01 05:43;Inne;22.8;41
2016-10-01 05:43;Ute;11.3;62
2016-10-01 05:44;Inne;22.8;41
2016-10-01 05:44;Ute;11.3;62
2016-10-01 05:45;Inne;22.8;41
2016-10-01 05:45;Ute;11.3;62
2016-10-01 05:46;Inne;22.8;41
2016-10-01 05:46;Ute;11.2;63
2016-10-01 05:47;Inne;22.8;41
2016-10-01 05:47;Ute;11.2;63
2016-10-01 05:48;Inne;22.8;41
2016-10-01 05:48;Ute;11.2;63
2016-10-01 05:49;Inne;22.8;41
2016-10-01 05:49;Ute;11.2;63
2016-10-01 05:50;Inne;22.8;41
2016-10-01 05:50;Ute;11.2;63
2016-10-01 05:51;Inne;22.8;41
2016-10-01 05:51;Ute;11.2;63
2016-10-01 05:52;Inne;22.8;41
2016-10-01 05:52;Ute;11.2;63
2016-10-01 05:53;Inne;22.8;41
2016-10-01 05:53;Ute;11.2;63
2016-10-01 05:54;Inne;22.8;41
2016-10-01 05:54;Ute;11.2;63
2016-10-01 05:55;Inne;22.8;41
2016-10-01 05:55;Ute;11.2;63
2016-10-01 05:56;Inne;22.8;41
2016-10-01 05:56;Ute;11.2;63
2016-10-01 05:57;Inne;22.8;41
2016-10-01 05:57;Ute;11.2;63
2016-10-01 05:58;Inne;22.8;41
2016-10-01 05:58;Ute;11.2;63
2016-10-01 05:59;Ute;11.2;63
2016-10-01 06:00;Inne;22.8;41
2016-10-01 06:00;Ute;11.2;63
2016-10-01 06:01;Inne;22.8;41
2016-10-01 06:01;Ute;11.1;63
2016-10-01 06:02;Inne;22.8;41
2016-10-01 06:02;Ute;11.1;63
2016-10-01 06:03;Inne;22.8;41
2016-10-01 06:03;Ute;11.1;63
2016-10-01 06:04;Inne;22.8;41
2016-10-01 06:04;Ute;11.1;63
2016-10-01 06:05;Inne;22.8;41
2016-10-01 06:05;Ute;11.1;63
2016-10-01 06:06;Inne;22.8;41
2016-10-01 06:06;Ute;11.1;63
2016-10-01 06:07;Inne;22.8;41
2016-10-01 06:07;Ute;11.1;63
2016-10-01 06:08;Inne;22.8;41
2016-10-01 06:08;Ute;11.1;63
2016-10-01 06:09;Inne;22.8;41
2016-10-01 06:09;Ute;11.1;63
2016-10-01 06:10;Inne;22.8;41
2016-10-01 06:10;Ute;11.1;63
2016-10-01 06:11;Inne;22.8;41
2016-10-01 06:11;Ute;11.1;64
2016-10-01 06:12;Inne;22.8;41
2016-10-01 06:12;Ute;11.1;64
2016-10-01 06:13;Inne;22.8;41
2016-10-01 06:13;Ute;11.1;64
2016-10-01 06:14;Inne;22.8;41
2016-10-01 06:14;Ute;11.1;64
2016-10-01 06:15;Inne;22.8;41
2016-10-01 06:15;Ute;11.1;64
2016-10-01 06:16;Inne;22.8;41
2016-10-01 06:16;Ute;11.1;64
2016-10-01 06:17;Inne;22.8;41
2016-10-01 06:17;Ute;11.1;64
2016-10-01 06:18;Inne;22.8;41
2016-10-01 06:18;Ute;11.1;64
2016-10-01 06:19;Inne;22.8;41
2016-10-01 06:19;Ute;11.1;64
2016-10-01 06:20;Inne;22.8;41
2016-10-01 06:20;Ute;11.1;64
2016-10-01 06:21;Inne;22.8;41
2016-10-01 06:21;Ute;11;64
2016-10-01 06:22;Inne;22.8;41
2016-10-01 06:22;Ute;11;64
2016-10-01 06:23;Inne;22.8;41
2016-10-01 06:23;Ute;11;64
2016-10-01 06:24;Inne;22.8;41
2016-10-01 06:24;Ute;11;64
2016-10-01 06:25;Ute;11;64
2016-10-01 06:26;Inne;22.8;41
2016-10-01 06:26;Ute;11;64
2016-10-01 06:27;Inne;22.8;41
2016-10-01 06:27;Ute;11;64
2016-10-01 06:28;Inne;22.8;41
2016-10-01 06:28;Ute;11;64
2016-10-01 06:29;Inne;22.8;41
2016-10-01 06:29;Ute;11;64
2016-10-01 06:30;Inne;22.8;41
2016-10-01 06:30;Ute;11;64
2016-10-01 06:31;Inne;22.8;41
2016-10-01 06:31;Ute;11;64
2016-10-01 06:32;Inne;22.8;41
2016-10-01 06:32;Ute;11;64
2016-10-01 06:33;Inne;22.8;41
2016-10-01 06:33;Ute;10.9;64
2016-10-01 06:34;Inne;22.8;41
2016-10-01 06:34;Ute;10.9;64
2016-10-01 06:35;Inne;22.8;41
2016-10-01 06:35;Ute;10.9;64
2016-10-01 06:36;Inne;22.8;41
2016-10-01 06:36;Ute;10.9;64
2016-10-01 06:37;Inne;22.8;41
2016-10-01 06:37;Ute;10.9;64
2016-10-01 06:38;Inne;22.8;41
2016-10-01 06:38;Ute;10.9;64
2016-10-01 06:39;Inne;22.8;41
2016-10-01 06:39;Ute;10.9;64
2016-10-01 06:40;Inne;22.8;41
2016-10-01 06:40;Ute;10.9;64
2016-10-01 06:41;Inne;22.8;41
2016-10-01 06:41;Ute;10.9;64
2016-10-01 06:42;Inne;22.8;41
2016-10-01 06:42;Ute;10.9;64
2016-10-01 06:43;Inne;22.8;41
2016-10-01 06:43;Ute;10.9;64
2016-10-01 06:44;Inne;22.8;41
2016-10-01 06:44;Ute;10.9;64
2016-10-01 06:45;Inne;22.8;41
2016-10-01 06:45;Ute;10.9;64
2016-10-01 06:46;Inne;22.8;41
2016-10-01 06:46;Ute;10.9;64
2016-10-01 06:47;Inne;22.8;41
2016-10-01 06:47;Ute;10.9;65
2016-10-01 06:48;Inne;22.8;41
2016-10-01 06:48;Ute;10.9;65
2016-10-01 06:49;Inne;22.8;41
2016-10-01 06:49;Ute;10.9;65
2016-10-01 06:50;Inne;22.8;41
2016-10-01 06:50;Ute;10.9;65
2016-10-01 06:51;Inne;22.8;41
2016-10-01 06:51;Ute;10.9;65
2016-10-01 06:52;Inne;22.8;41
2016-10-01 06:52;Ute;10.9;65
2016-10-01 06:53;Inne;22.8;41
2016-10-01 06:53;Ute;10.8;65
2016-10-01 06:54;Inne;22.8;41
2016-10-01 06:54;Ute;10.8;65
2016-10-01 06:55;Inne;22.8;41
2016-10-01 06:55;Ute;10.8;65
2016-10-01 06:56;Inne;22.8;41
2016-10-01 06:56;Ute;10.8;65
2016-10-01 06:57;Inne;22.8;41
2016-10-01 06:57;Ute;10.8;65
2016-10-01 06:58;Inne;22.8;41
2016-10-01 06:58;Ute;10.8;65
2016-10-01 06:59;Inne;22.8;41
2016-10-01 06:59;Ute;10.8;65
2016-10-01 07:00;Inne;22.8;41
2016-10-01 07:00;Ute;10.8;65
2016-10-01 07:01;Inne;22.8;41
2016-10-01 07:01;Ute;10.8;65
2016-10-01 07:02;Inne;22.8;41
2016-10-01 07:02;Ute;10.8;65
2016-10-01 07:03;Inne;22.8;41
2016-10-01 07:03;Ute;10.8;65
2016-10-01 07:04;Ute;10.8;65
2016-10-01 07:05;Inne;22.8;41
2016-10-01 07:05;Ute;10.8;65
2016-10-01 07:06;Inne;22.8;41
2016-10-01 07:06;Ute;10.8;65
2016-10-01 07:07;Inne;22.8;41
2016-10-01 07:07;Ute;10.8;66
2016-10-01 07:08;Inne;22.8;41
2016-10-01 07:08;Ute;10.8;65
2016-10-01 07:09;Inne;22.8;41
2016-10-01 07:09;Ute;10.8;65
2016-10-01 07:10;Inne;22.8;41
2016-10-01 07:10;Ute;10.8;65
2016-10-01 07:11;Inne;22.8;41
2016-10-01 07:11;Ute;10.7;65
2016-10-01 07:12;Inne;22.8;41
2016-10-01 07:12;Ute;10.7;65
2016-10-01 07:13;Inne;22.8;41
2016-10-01 07:13;Ute;10.7;65
2016-10-01 07:14;Inne;22.8;41
2016-10-01 07:14;Ute;10.7;65
2016-10-01 07:15;Inne;22.8;41
2016-10-01 07:15;Ute;10.7;65
2016-10-01 07:16;Inne;22.8;41
2016-10-01 07:16;Ute;10.7;65
2016-10-01 07:17;Inne;22.8;41
2016-10-01 07:17;Ute;10.7;65
2016-10-01 07:18;Inne;22.8;41
2016-10-01 07:18;Ute;10.7;65
2016-10-01 07:19;Inne;22.8;41
2016-10-01 07:19;Ute;10.7;65
2016-10-01 07:20;Inne;22.8;41
2016-10-01 07:20;Ute;10.7;65
2016-10-01 07:21;Inne;22.8;41
2016-10-01 07:21;Ute;10.7;65
2016-10-01 07:22;Inne;22.8;41
2016-10-01 07:22;Ute;10.7;66
2016-10-01 07:23;Inne;22.8;41
2016-10-01 07:23;Ute;10.6;66
2016-10-01 07:24;Inne;22.8;41
2016-10-01 07:24;Ute;10.7;66
2016-10-01 07:25;Inne;22.8;41
2016-10-01 07:25;Ute;10.6;66
2016-10-01 07:26;Inne;22.8;41
2016-10-01 07:26;Ute;10.6;65
2016-10-01 07:27;Inne;22.8;41
2016-10-01 07:27;Ute;10.6;65
2016-10-01 07:28;Inne;22.8;41
2016-10-01 07:28;Ute;10.6;66
2016-10-01 07:29;Inne;22.8;41
2016-10-01 07:29;Ute;10.6;65
2016-10-01 07:30;Ute;10.6;66
2016-10-01 07:31;Inne;22.8;41
2016-10-01 07:31;Ute;10.6;66
2016-10-01 07:32;Inne;22.8;41
2016-10-01 07:32;Ute;10.6;66
2016-10-01 07:33;Inne;22.8;41
2016-10-01 07:33;Ute;10.6;65
2016-10-01 07:34;Inne;22.8;41
2016-10-01 07:34;Ute;10.6;66
2016-10-01 07:35;Inne;22.8;41
2016-10-01 07:35;Ute;10.6;66
2016-10-01 07:36;Inne;22.8;41
2016-10-01 07:36;Ute;10.6;66
2016-10-01 07:37;Inne;22.8;41
2016-10-01 07:37;Ute;10.6;66
2016-10-01 07:38;Inne;22.8;41
2016-10-01 07:39;Inne;22.8;41
2016-10-01 07:39;Ute;10.6;66
2016-10-01 07:40;Inne;22.8;41
2016-10-01 07:40;Ute;10.6;66
2016-10-01 07:41;Inne;22.8;41
2016-10-01 07:41;Ute;10.6;66
2016-10-01 07:42;Inne;22.8;41
2016-10-01 07:42;Ute;10.6;66
2016-10-01 07:43;Inne;22.8;41
2016-10-01 07:43;Ute;10.6;66
2016-10-01 07:44;Inne;22.8;41
2016-10-01 07:44;Ute;10.6;65
2016-10-01 07:45;Inne;22.8;41
2016-10-01 07:45;Ute;10.6;66
2016-10-01 07:46;Inne;22.8;41
2016-10-01 07:46;Ute;10.6;66
2016-10-01 07:47;Inne;22.8;41
2016-10-01 07:47;Ute;10.6;66
2016-10-01 07:48;Inne;22.8;41
2016-10-01 07:48;Ute;10.6;66
2016-10-01 07:49;Inne;22.8;41
2016-10-01 07:49;Ute;10.6;66
2016-10-01 07:50;Inne;22.8;41
2016-10-01 07:50;Ute;10.6;66
2016-10-01 07:51;Inne;22.8;41
2016-10-01 07:52;Inne;22.8;41
2016-10-01 07:52;Ute;10.6;66
2016-10-01 07:53;Inne;22.8;41
2016-10-01 07:53;Ute;10.6;66
2016-10-01 07:54;Inne;22.8;40
2016-10-01 07:54;Ute;10.7;66
2016-10-01 07:55;Inne;22.8;40
2016-10-01 07:55;Ute;10.7;66
2016-10-01 07:56;Inne;22.8;40
2016-10-01 07:56;Ute;10.7;66
2016-10-01 07:57;Inne;22.8;40
2016-10-01 07:57;Ute;10.7;66
2016-10-01 07:58;Inne;22.8;40
2016-10-01 07:58;Ute;10.7;65
2016-10-01 07:59;Inne;22.8;40
2016-10-01 07:59;Ute;10.7;65
2016-10-01 08:00;Inne;22.8;40
2016-10-01 08:00;Ute;10.7;66
2016-10-01 08:01;Inne;22.8;40
2016-10-01 08:01;Ute;10.7;66
2016-10-01 08:02;Inne;22.8;40
2016-10-01 08:02;Ute;10.7;66
2016-10-01 08:03;Inne;22.8;40
2016-10-01 08:03;Ute;10.7;66
2016-10-01 08:04;Inne;22.8;40
2016-10-01 08:05;Inne;22.8;40
2016-10-01 08:05;Ute;10.7;66
2016-10-01 08:06;Inne;22.8;40
2016-10-01 08:06;Ute;10.8;66
2016-10-01 08:07;Inne;22.8;40
2016-10-01 08:07;Ute;10.8;66
2016-10-01 08:08;Inne;22.8;40
2016-10-01 08:08;Ute;10.8;66
2016-10-01 08:09;Inne;22.8;41
2016-10-01 08:09;Ute;10.8;66
2016-10-01 08:10;Inne;22.8;40
2016-10-01 08:10;Ute;10.8;66
2016-10-01 08:11;Inne;22.8;40
2016-10-01 08:11;Ute;10.8;66
2016-10-01 08:12;Inne;22.8;40
2016-10-01 08:12;Ute;10.8;66
2016-10-01 08:13;Inne;22.8;40
2016-10-01 08:13;Ute;10.8;66
2016-10-01 08:14;Inne;22.8;40
2016-10-01 08:14;Ute;10.8;66
2016-10-01 08:15;Inne;22.8;40
2016-10-01 08:15;Ute;10.8;66
2016-10-01 08:16;Inne;22.8;40
2016-10-01 08:16;Ute;10.8;66
2016-10-01 08:17;Inne;22.8;40
2016-10-01 08:18;Inne;22.8;40
2016-10-01 08:18;Ute;10.8;66
2016-10-01 08:19;Inne;22.8;40
2016-10-01 08:19;Ute;10.8;66
2016-10-01 08:20;Inne;22.8;40
2016-10-01 08:20;Ute;10.8;66
2016-10-01 08:21;Inne;22.8;40
2016-10-01 08:21;Ute;10.8;66
2016-10-01 08:22;Inne;22.8;40
2016-10-01 08:22;Ute;10.8;66
2016-10-01 08:23;Inne;22.8;40
2016-10-01 08:23;Ute;10.8;66
2016-10-01 08:24;Inne;22.8;40
2016-10-01 08:24;Ute;10.8;66
2016-10-01 08:25;Inne;22.8;40
2016-10-01 08:25;Ute;10.8;66
2016-10-01 08:26;Inne;22.8;40
2016-10-01 08:26;Ute;10.8;66
2016-10-01 08:27;Inne;22.8;40
2016-10-01 08:27;Ute;10.8;66
2016-10-01 08:28;Inne;22.8;40
2016-10-01 08:28;Ute;10.8;66
2016-10-01 08:29;Inne;22.8;40
2016-10-01 08:29;Ute;10.9;66
2016-10-01 08:30;Inne;22.8;40
2016-10-01 08:31;Inne;22.8;40
2016-10-01 08:31;Ute;10.9;66
2016-10-01 08:32;Inne;22.8;40
2016-10-01 08:32;Ute;10.9;66
2016-10-01 08:33;Inne;22.8;40
2016-10-01 08:33;Ute;10.9;66
2016-10-01 08:34;Inne;22.8;40
2016-10-01 08:34;Ute;10.9;66
2016-10-01 08:35;Inne;22.8;40
2016-10-01 08:35;Ute;10.9;66
2016-10-01 08:36;Inne;22.8;40
2016-10-01 08:36;Ute;10.9;66
2016-10-01 08:37;Inne;22.8;40
2016-10-01 08:37;Ute;10.9;66
2016-10-01 08:38;Inne;22.8;40
2016-10-01 08:38;Ute;10.9;66
2016-10-01 08:39;Inne;22.8;40
2016-10-01 08:39;Ute;10.9;66
2016-10-01 08:40;Inne;22.8;40
2016-10-01 08:40;Ute;10.9;66
2016-10-01 08:41;Inne;22.8;40
2016-10-01 08:41;Ute;10.9;66
2016-10-01 08:42;Inne;22.8;40
2016-10-01 08:42;Ute;10.9;66
2016-10-01 08:43;Inne;22.8;40
2016-10-01 08:44;Inne;22.8;40
2016-10-01 08:44;Ute;10.9;65
2016-10-01 08:45;Inne;22.8;40
2016-10-01 08:45;Ute;10.9;65
2016-10-01 08:46;Inne;22.8;40
2016-10-01 08:46;Ute;11;65
2016-10-01 08:47;Inne;22.8;40
2016-10-01 08:47;Ute;11;65
2016-10-01 08:48;Inne;22.8;40
2016-10-01 08:48;Ute;11;66
2016-10-01 08:49;Inne;22.8;40
2016-10-01 08:49;Ute;11;65
2016-10-01 08:50;Inne;22.8;40
2016-10-01 08:50;Ute;11;65
2016-10-01 08:51;Inne;22.8;40
2016-10-01 08:51;Ute;11;65
2016-10-01 08:52;Inne;22.8;40
2016-10-01 08:52;Ute;11.1;65
2016-10-01 08:53;Inne;22.8;40
2016-10-01 08:53;Ute;11.1;65
2016-10-01 08:54;Inne;22.8;40
2016-10-01 08:54;Ute;11.1;65
2016-10-01 08:55;Inne;22.8;40
2016-10-01 08:55;Ute;11.1;65
2016-10-01 08:56;Inne;22.8;40
2016-10-01 08:57;Inne;22.8;40
2016-10-01 08:57;Ute;11.1;65
2016-10-01 08:58;Inne;22.8;40
2016-10-01 08:58;Ute;11.1;65
2016-10-01 08:59;Inne;22.8;40
2016-10-01 08:59;Ute;11.1;65
2016-10-01 09:00;Inne;22.8;40
2016-10-01 09:00;Ute;11.1;65
2016-10-01 09:01;Inne;22.8;40
2016-10-01 09:01;Ute;11.1;65
2016-10-01 09:02;Inne;22.8;40
2016-10-01 09:02;Ute;11.1;65
2016-10-01 09:03;Inne;22.8;40
2016-10-01 09:03;Ute;11.2;65
2016-10-01 09:04;Inne;22.8;40
2016-10-01 09:04;Ute;11.2;65
2016-10-01 09:05;Inne;22.8;40
2016-10-01 09:05;Ute;11.2;65
2016-10-01 09:06;Inne;22.8;40
2016-10-01 09:06;Ute;11.2;65
2016-10-01 09:07;Inne;22.8;40
2016-10-01 09:07;Ute;11.3;65
2016-10-01 09:08;Inne;22.8;40
2016-10-01 09:08;Ute;11.3;65
2016-10-01 09:09;Inne;22.8;40
2016-10-01 09:10;Inne;22.8;40
2016-10-01 09:10;Ute;11.3;64
2016-10-01 09:11;Inne;22.8;40
2016-10-01 09:11;Ute;11.3;64
2016-10-01 09:12;Inne;22.8;40
2016-10-01 09:12;Ute;11.3;64
2016-10-01 09:13;Inne;22.8;40
2016-10-01 09:13;Ute;11.3;64
2016-10-01 09:14;Inne;22.8;40
2016-10-01 09:14;Ute;11.3;64
2016-10-01 09:15;Inne;22.8;40
2016-10-01 09:15;Ute;11.4;64
2016-10-01 09:16;Inne;22.8;40
2016-10-01 09:16;Ute;11.4;64
2016-10-01 09:17;Inne;22.8;40
2016-10-01 09:17;Ute;11.4;64
2016-10-01 09:18;Inne;22.8;40
2016-10-01 09:18;Ute;11.4;63
2016-10-01 09:19;Inne;22.8;40
2016-10-01 09:19;Ute;11.4;63
2016-10-01 09:20;Inne;22.8;40
2016-10-01 09:20;Ute;11.4;63
2016-10-01 09:20;Ute;11.4;63
2016-10-01 09:21;Inne;22.8;40
2016-10-01 09:22;Inne;22.8;40
2016-10-01 09:22;Ute;11.5;62
2016-10-01 09:23;Inne;22.8;40
2016-10-01 09:23;Ute;11.5;62
2016-10-01 09:24;Inne;22.8;40
2016-10-01 09:24;Ute;11.6;62
2016-10-01 09:25;Inne;22.8;40
2016-10-01 09:25;Ute;11.6;61
2016-10-01 09:26;Inne;22.8;40
2016-10-01 09:26;Ute;11.6;61
2016-10-01 09:27;Inne;22.8;40
2016-10-01 09:27;Ute;11.6;61
2016-10-01 09:28;Inne;22.8;40
2016-10-01 09:28;Ute;11.6;61
2016-10-01 09:29;Inne;22.8;40
2016-10-01 09:29;Ute;11.6;60
2016-10-01 09:30;Inne;22.8;40
2016-10-01 09:30;Ute;11.6;59
2016-10-01 09:31;Inne;22.8;40
2016-10-01 09:31;Ute;11.6;59
2016-10-01 09:32;Inne;22.8;40
2016-10-01 09:32;Ute;11.6;59
2016-10-01 09:33;Inne;22.8;40
2016-10-01 09:33;Ute;11.6;59
2016-10-01 09:34;Inne;22.8;40
2016-10-01 09:35;Inne;22.8;40
2016-10-01 09:35;Ute;11.6;58
2016-10-01 09:36;Inne;22.8;40
2016-10-01 09:36;Ute;11.6;58
2016-10-01 09:37;Inne;22.8;40
2016-10-01 09:37;Ute;11.6;59
2016-10-01 09:38;Inne;22.8;40
2016-10-01 09:38;Ute;11.7;59
2016-10-01 09:39;Inne;22.8;40
2016-10-01 09:39;Ute;11.7;59
2016-10-01 09:40;Ute;11.7;58
2016-10-01 09:41;Inne;22.8;40
2016-10-01 09:41;Ute;11.8;58
2016-10-01 09:42;Inne;22.8;40
2016-10-01 09:42;Ute;11.8;58
2016-10-01 09:43;Inne;22.8;40
2016-10-01 09:43;Ute;11.8;58
2016-10-01 09:44;Inne;22.8;40
2016-10-01 09:44;Ute;11.8;58
2016-10-01 09:45;Inne;22.8;40
2016-10-01 09:45;Ute;11.8;58
2016-10-01 09:46;Inne;22.8;40
2016-10-01 09:46;Ute;11.8;57
2016-10-01 09:47;Inne;22.8;40
2016-10-01 09:48;Inne;22.8;40
2016-10-01 09:48;Ute;11.8;57
2016-10-01 09:49;Inne;22.8;40
2016-10-01 09:49;Ute;11.8;56
2016-10-01 09:50;Inne;22.8;40
2016-10-01 09:50;Ute;11.8;56
2016-10-01 09:51;Inne;22.8;40
2016-10-01 09:51;Ute;11.8;55
2016-10-01 09:52;Inne;22.8;40
2016-10-01 09:52;Ute;11.8;56
2016-10-01 09:53;Ute;11.8;56
2016-10-01 09:54;Inne;22.8;40
2016-10-01 09:54;Ute;11.8;56
2016-10-01 09:55;Inne;22.8;40
2016-10-01 09:55;Ute;11.9;57
2016-10-01 09:56;Inne;22.8;40
2016-10-01 09:56;Ute;11.9;57
2016-10-01 09:57;Inne;22.8;40
2016-10-01 09:57;Ute;11.9;57
2016-10-01 09:58;Inne;22.8;40
2016-10-01 09:58;Ute;11.9;56
2016-10-01 09:59;Inne;22.8;40
2016-10-01 09:59;Ute;11.9;56
2016-10-01 10:00;Inne;22.8;40
2016-10-01 10:01;Inne;22.8;40
2016-10-01 10:01;Ute;11.9;57
2016-10-01 10:02;Inne;22.8;40
2016-10-01 10:02;Ute;11.9;57
2016-10-01 10:03;Inne;22.8;40
2016-10-01 10:03;Ute;11.9;56
2016-10-01 10:04;Inne;22.8;40
2016-10-01 10:04;Ute;11.9;56
2016-10-01 10:05;Inne;22.8;40
2016-10-01 10:05;Ute;11.9;56
2016-10-01 10:06;Ute;12;55
2016-10-01 10:07;Inne;22.8;40
2016-10-01 10:07;Ute;12;55
2016-10-01 10:08;Inne;22.8;40
2016-10-01 10:08;Ute;12;55
2016-10-01 10:09;Inne;22.8;40
2016-10-01 10:09;Ute;12;55
2016-10-01 10:10;Inne;22.8;40
2016-10-01 10:10;Ute;12;54
2016-10-01 10:11;Inne;22.8;40
2016-10-01 10:11;Ute;12.1;54
2016-10-01 10:12;Inne;22.8;40
2016-10-01 10:12;Ute;12.1;54
2016-10-01 10:13;Inne;22.8;40
2016-10-01 10:14;Inne;22.8;40
2016-10-01 10:14;Ute;12.1;54
2016-10-01 10:15;Inne;22.8;40
2016-10-01 10:15;Ute;12.1;54
2016-10-01 10:16;Inne;22.8;40
2016-10-01 10:16;Ute;12.1;54
2016-10-01 10:17;Inne;22.8;40
2016-10-01 10:17;Ute;12.1;54
2016-10-01 10:18;Inne;22.8;40
2016-10-01 10:18;Ute;12.1;54
2016-10-01 10:19;Ute;12.1;54
2016-10-01 10:20;Inne;22.8;40
2016-10-01 10:20;Ute;12.1;54
2016-10-01 10:21;Inne;22.8;40
2016-10-01 10:21;Ute;12.1;53
2016-10-01 10:22;Inne;22.8;40
2016-10-01 10:22;Ute;12.1;53
2016-10-01 10:23;Inne;22.8;40
2016-10-01 10:23;Ute;12.2;53
2016-10-01 10:24;Inne;22.8;40
2016-10-01 10:24;Ute;12.2;53
2016-10-01 10:25;Inne;22.8;40
2016-10-01 10:25;Ute;12.2;53
2016-10-01 10:26;Inne;22.8;40
2016-10-01 10:27;Inne;22.8;40
2016-10-01 10:27;Ute;12.3;53
2016-10-01 10:28;Inne;22.8;40
2016-10-01 10:28;Ute;12.3;53
2016-10-01 10:29;Inne;22.8;40
2016-10-01 10:29;Ute;12.3;53
2016-10-01 10:30;Inne;22.8;40
2016-10-01 10:30;Ute;12.3;53
2016-10-01 10:31;Inne;22.8;40
2016-10-01 10:31;Ute;12.3;53
2016-10-01 10:32;Inne;22.8;40
2016-10-01 10:32;Ute;12.3;52
2016-10-01 10:33;Inne;22.8;40
2016-10-01 10:33;Ute;12.3;52
2016-10-01 10:34;Inne;22.8;40
2016-10-01 10:34;Ute;12.3;53
2016-10-01 10:35;Inne;22.8;40
2016-10-01 10:35;Ute;12.3;53
2016-10-01 10:36;Inne;22.8;40
2016-10-01 10:36;Ute;12.3;53
2016-10-01 10:37;Inne;22.8;40
2016-10-01 10:37;Ute;12.3;53
2016-10-01 10:38;Inne;22.8;40
2016-10-01 10:38;Ute;12.4;52
2016-10-01 10:39;Inne;22.8;40
2016-10-01 10:40;Inne;22.8;40
2016-10-01 10:40;Ute;12.4;50
2016-10-01 10:41;Inne;22.8;40
2016-10-01 10:41;Ute;12.4;50
2016-10-01 10:42;Inne;22.8;40
2016-10-01 10:42;Ute;12.4;50
2016-10-01 10:43;Inne;22.8;40
2016-10-01 10:43;Ute;12.4;50
2016-10-01 10:44;Inne;22.8;40
2016-10-01 10:44;Ute;12.4;50
2016-10-01 10:45;Inne;22.8;40
2016-10-01 10:45;Ute;12.4;50
2016-10-01 10:46;Inne;22.8;40
2016-10-01 10:46;Ute;12.4;50
2016-10-01 10:47;Inne;22.8;40
2016-10-01 10:47;Ute;12.5;50
2016-10-01 10:48;Inne;22.8;40
2016-10-01 10:48;Ute;12.5;51
2016-10-01 10:49;Inne;22.8;40
2016-10-01 10:49;Ute;12.6;51
2016-10-01 10:50;Inne;22.8;40
2016-10-01 10:50;Ute;12.6;51
2016-10-01 10:51;Inne;22.8;40
2016-10-01 10:51;Ute;12.6;51
2016-10-01 10:52;Inne;22.8;40
2016-10-01 10:53;Inne;22.8;40
2016-10-01 10:53;Ute;12.6;50
2016-10-01 10:54;Inne;22.8;40
2016-10-01 10:54;Ute;12.6;50
2016-10-01 10:55;Inne;22.8;40
2016-10-01 10:55;Ute;12.6;49
2016-10-01 10:56;Inne;22.8;40
2016-10-01 10:56;Ute;12.6;49
2016-10-01 10:57;Inne;22.8;40
2016-10-01 10:57;Ute;12.6;48
2016-10-01 10:58;Inne;22.8;40
2016-10-01 10:58;Ute;12.6;48
2016-10-01 10:59;Inne;22.8;40
2016-10-01 10:59;Ute;12.6;48
2016-10-01 11:00;Inne;22.8;40
2016-10-01 11:00;Ute;12.6;48
2016-10-01 11:01;Inne;22.8;40
2016-10-01 11:01;Inne;22.8;40
2016-10-01 11:01;Ute;12.6;48
2016-10-01 11:02;Inne;22.8;40
2016-10-01 11:02;Ute;12.7;48
2016-10-01 11:03;Inne;22.8;40
2016-10-01 11:03;Ute;12.7;48
2016-10-01 11:04;Inne;22.8;40
2016-10-01 11:04;Ute;12.7;47
2016-10-01 11:05;Inne;22.8;40
2016-10-01 11:06;Inne;22.8;40
2016-10-01 11:06;Ute;12.7;47
2016-10-01 11:07;Inne;22.8;40
2016-10-01 11:07;Ute;12.7;46
2016-10-01 11:08;Inne;22.8;40
2016-10-01 11:08;Ute;12.7;47
2016-10-01 11:09;Inne;22.8;40
2016-10-01 11:09;Ute;12.7;47
2016-10-01 11:10;Ute;12.7;47
2016-10-01 11:11;Inne;22.8;40
2016-10-01 11:11;Ute;12.7;47
2016-10-01 11:12;Inne;22.8;40
2016-10-01 11:12;Ute;12.7;46
2016-10-01 11:13;Inne;22.8;40
2016-10-01 11:13;Ute;12.7;47
2016-10-01 11:14;Inne;22.8;40
2016-10-01 11:14;Ute;12.8;47
2016-10-01 11:15;Inne;22.8;40
2016-10-01 11:15;Ute;12.8;47
2016-10-01 11:16;Inne;22.8;40
2016-10-01 11:16;Ute;12.8;47
2016-10-01 11:17;Inne;22.8;40
2016-10-01 11:17;Ute;12.8;47
2016-10-01 11:18;Inne;22.8;40
2016-10-01 11:18;Ute;12.9;47
2016-10-01 11:19;Inne;22.8;40
